name,class,subclass,subsubclass,photo,location,relations_materials,relations_products,description
Brazing,Joining,Joining: Thermal Welding',Joining: Thermal Welding: Metals',2011_brazing,"-- Jewelry Studio (https://hop.dartmouth.edu/online/jewelry)
 -- Machineshop (http://engineering.dartmouth.edu/mshop/machines.html)","--1001 (Borosilicate glass)
--1003 (Silica glass)
--1004 (Soda-lime glass)
--1014 (Alumina)
--1015 (Aluminum nitride)
--1016 (Boron carbide)
--1017 (Silicon)
--1018 (Silicon carbide)
--1019 (Silicon nitride)
--1020 (Tungsten carbides)
--1021 (Zirconia)
--1028 (Metal foam)
--1044 (Cast iron, ductile (nodular))
--1045 (Cast iron, gray)
--1046 (High carbon steel)
--1047 (Low alloy steel)
--1048 (Low carbon steel)
--1049 (Medium carbon steel)
--1050 (Stainless steel)
--1051 (Age-hardening wrought Al-alloys)
--1052 (Cast Al-alloys)
--1053 (Non age-hardening wrought Al-alloys)
--1054 (Brass)
--1055 (Bronze)
--1056 (Copper)
--1057 (Gold)
--1062 (Nickel)
--1063 (Nickel-based superalloys)
--1064 (Nickel-chromium alloys)
--1065 (Silver)
--1066 (Tin)
--1107 (Bismuth)",,"When the components to be joined cannot tolerate the temperatures required for welding, the alternatives are brazing, soldering, mechanical fasteners or adhesives. Brazing is the hottest of these. In brazing a low melting temperature metal is melted, drawn into the space between the two solid surfaces by capillary motion, and allowed to solidify. Most brazing alloys melt above 450 C but below the melting temperature of the metals being joined. The braze is applied to the heated joint as wire, foil or powder, coated or mixed with flux, where it is melted by a gas-air torch, by induction heating or by insertion of the components into a furnace; the components are subsequently cooled in air."
Diffusion and glaze bonding [Metals],Joining,Joining: Thermal Welding',Joining: Thermal Welding: Metals',2012_diffusion_glaze_bonding_metal,,"--1014 (Alumina)
--1015 (Aluminum nitride)
--1016 (Boron carbide)
--1017 (Silicon)
--1018 (Silicon carbide)
--1019 (Silicon nitride)
--1020 (Tungsten carbides)
--1022 (Aluminum/Silicon carbide composite)
--1054 (Brass)
--1055 (Bronze)
--1056 (Copper)
--1062 (Nickel)
--1063 (Nickel-based superalloys)
--1064 (Nickel-chromium alloys)
--1067 (Commercially pure titanium)
--1068 (Titanium alloys)
--1128 (Pewter)",,"In DIFFUSION BONDING the surfaces to be joined are cleaned, pressed into close contact and heated in vacuum
 or a controlled atmosphere. Solid state diffusion creates the bond, which is of high quality, but the process is slow
 and the temperatures are high. Diffusion bonding is used both for ceramics and metals - among the metals:
 titanium, metal matrix composites, and certain steels and copper-based alloys are particular candidates.
 GLAZE BONDING depends on the fact that molten glass wets and bonds to almost anything. 
 
 To exploit this, the surfaces to be joined are first coated with a thin layer of finely-ground glass slurry, with the composition chosen to melt at a temperature well below that for diffusion bonding, and with maximum compatibility between the two surfaces to be joined. A small pressure is applied across the interface and the assembly is heated, melting the glass and forming a thin, but strong bonding layer."
Gas Metal Arc (MIG),Joining,Joining: Thermal Welding',Joining: Thermal Welding: Metals',2013_gas_metal_arc,-- Machineshop (http://engineering.dartmouth.edu/mshop/machines.html),"--1028 (Metal foam)
--1044 (Cast iron, ductile (nodular))
--1045 (Cast iron, gray)
--1046 (High carbon steel)
--1047 (Low alloy steel)
--1048 (Low carbon steel)
--1049 (Medium carbon steel)
--1050 (Stainless steel)
--1051 (Age-hardening wrought Al-alloys)
--1052 (Cast Al-alloys)
--1053 (Non age-hardening wrought Al-alloys)
--1056 (Copper)
--1062 (Nickel)
--1063 (Nickel-based superalloys)
--1064 (Nickel-chromium alloys)
--1066 (Tin)
--1128 (Pewter)",,"Gas metal arc (MIG) welding is a heavy-duty welding processes (together with MMA and TIG). The electrode here is a bare wire, with no flux. The flux is replaced by a stream of inert gas, which surrounds the arc formed between the consumable wire electrode and the component; the wire is advanced from a coil as the electrode is consumed. The real advantages over torch welding are that there is no flux or slag, giving a cleaner weld - and that it can be automated. But there is a penalty: because the process needs gas, it is more expensive and less portable. None the less, MIG is considered to be the most versatile of all arc welding processes, allowing the welding of most ferrous and non-ferrous alloys in a wide range of thicknesses and all welding positions."
Gas tungsten arc (TIG),Joining,Joining: Thermal Welding',Joining: Thermal Welding: Metals',2014_gas_tungsten_arc,-- Machineshop (http://engineering.dartmouth.edu/mshop/machines.html),"--1046 (High carbon steel)
--1047 (Low alloy steel)
--1048 (Low carbon steel)
--1049 (Medium carbon steel)
--1050 (Stainless steel)
--1053 (Non age-hardening wrought Al-alloys)
--1056 (Copper)
--1058 (Commercially pure lead)
--1059 (Lead alloys)
--1060 (Cast magnesium alloys)
--1061 (Wrought magnesium alloys)
--1062 (Nickel)
--1063 (Nickel-based superalloys)
--1064 (Nickel-chromium alloys)
--1066 (Tin)
--1067 (Commercially pure titanium)
--1068 (Titanium alloys)
--1070 (Commercially pure zinc)
--1071 (Zinc die-casting alloys)",,"TUNGSTEN-INERT GAS (TIG) welding is a heavy-duty welding process (others are MMA and MIG) is the cleanest and most precise, but also the most expensive. In one regard it is very like MIG welding: an arc is struck between a non-consumable tungsten electrode and the work piece, shielded by inert gas (argon, helium, carbon dioxide) to protect the molten metal from contamination. But, in this case, the tungsten electrode is not consumed because of its extremely high melting temperature. Filler material is supplied separately as wire or rod. TIG welding works well with thin sheet and can be used manually, but is easily automated. Both penetration and deposition rates are much less than those of MIG welding, but precise control of the weld is easier."
Manual metal arc (MMA),Joining,Joining: Thermal Welding',Joining: Thermal Welding: Metals',2015_manual_metal_arc_MMA,-- Machineshop (http://engineering.dartmouth.edu/mshop/machines.html),"--1046 (High carbon steel)
--1047 (Low alloy steel)
--1048 (Low carbon steel)
--1049 (Medium carbon steel)
--1050 (Stainless steel)
--1066 (Tin)
--1128 (Pewter)",,"MANUAL or SHIELDED METAL ARC WELDING (MMA or SMA), also known as TORCH WELDING, is the most important general purpose welding and surfacing method using low cost equipment. In it, an electric arc is established between a flux-coated consumable rod (an electrode) and the component. The flux coating decomposes to give a gas shield; the slag that forms over the weld-pool prevents the metal from oxidizing. Appropriate choice of metal and flux allow the process to be used for a wide variety of applications, though they are almost exclusively limited to ferrous alloys. MMA equipment is portable, and the process is very flexible but, being manual, requires high operator skill."
Oxyacetylene Welding,Joining,Joining: Thermal Welding',Joining: Thermal Welding: Metals',2016_oxyacetylene_welding,,"--1046 (High carbon steel)
--1047 (Low alloy steel)
--1048 (Low carbon steel)
--1049 (Medium carbon steel)
--1050 (Stainless steel)
--1051 (Age-hardening wrought Al-alloys)
--1052 (Cast Al-alloys)
--1053 (Non age-hardening wrought Al-alloys)
--1054 (Brass)
--1055 (Bronze)
--1056 (Copper)
--1058 (Commercially pure lead)
--1059 (Lead alloys)
--1062 (Nickel)
--1063 (Nickel-based superalloys)
--1064 (Nickel-chromium alloys)
--1066 (Tin)
--1070 (Commercially pure zinc)
--1071 (Zinc die-casting alloys)
--1128 (Pewter)",,"OXYACETYLENE WELDING is the oldest of all welding processes. An oxyacetylene weld is produced by heating with a flame obtained from the combustion of oxygen and acetylene. Three types of flames can be obtained: reducing, neutral and oxidizing flames. The neutral one (equal proportions of oxygen and acetylene) is the most widely used. The reducing flame has excess acetylene and is used in welding Monel metal, nickel, certain alloy steels and non-ferrous metals. An oxidizing flame (with excess oxygen) is used for welding brass and bronze. Oxyacetylene welding has been replaced in many applications by arc welding."
Power Beam,Joining,Joining: Thermal Welding',Joining: Thermal Welding: Metals',2017_power_beam,,"--1028 (Metal foam)
--1046 (High carbon steel)
--1047 (Low alloy steel)
--1048 (Low carbon steel)
--1049 (Medium carbon steel)
--1050 (Stainless steel)
--1051 (Age-hardening wrought Al-alloys)
--1052 (Cast Al-alloys)
--1053 (Non age-hardening wrought Al-alloys)
--1054 (Brass)
--1055 (Bronze)
--1056 (Copper)
--1058 (Commercially pure lead)
--1059 (Lead alloys)
--1060 (Cast magnesium alloys)
--1061 (Wrought magnesium alloys)
--1062 (Nickel)
--1063 (Nickel-based superalloys)
--1064 (Nickel-chromium alloys)
--1067 (Commercially pure titanium)
--1068 (Titanium alloys)
--1069 (Tungsten alloys)
--1070 (Commercially pure zinc)
--1071 (Zinc die-casting alloys)
--1115 (Fluorinated Ethylene Propylene (FEP))
--1124 (CPVC)
--1125 (PEI ULTEM)
--1126 (PPS)
--1127 (PVDF)
--1129 (Polysulfone)
--1136 (TORLON PAI)",,"In ELECTRON BEAM WELDING, melting is produced by the heat of a focused beam high velocity electrons. The kinetic energy of the electrons is converted into heat when it hits the work piece, which has to be contained in a vacuum chamber, and it must be a conductor. No filler metal is used. The process is more energy-efficient than laser-beam welding, allowing higher power densities and the ability to weld thicker plates. In LASER BEAM WELDING, the heat source is a narrow beam of coherent monochromatic light. The process is more precise than e-beam welding and takes place in air, allowing greater design freedom, but the penetration depth is less (maximum 20mm in metals). Shielding gas is blown though a surrounding nozzle to protect the weld. Again, no filler metal is used. It is possible to laser weld thin, semi-transparent or opaque polymer films by simply scanning the beam across them, melting them right through, but this is not the best way to use lasers. The trick in welding polymers is to arrange that the beam is absorbed where it is most useful - at the joint interface. For transparent polymers this can be achieved by spraying a thin film of IR or UV-absorbing dye, invisible to the human eye, onto the surface where the weld is wanted; the laser beam passes through the transparent upper sheet (which can be thick - up to 10mm) without much energy loss. But when it hits the dye of the interface it is strongly absorbed, melting the polymer there and creating a weld whilst leaving most of the rest of the material cold. Scanning the beam or tracking the work piece gives a line weld up to 10mm wide."
Resistance Welding,Joining,Joining: Thermal Welding',Joining: Thermal Welding: Metals',2018_resistance_welding,,"--1046 (High carbon steel)
--1047 (Low alloy steel)
--1048 (Low carbon steel)
--1049 (Medium carbon steel)
--1050 (Stainless steel)
--1051 (Age-hardening wrought Al-alloys)
--1052 (Cast Al-alloys)
--1053 (Non age-hardening wrought Al-alloys)
--1054 (Brass)
--1055 (Bronze)
--1060 (Cast magnesium alloys)
--1061 (Wrought magnesium alloys)
--1062 (Nickel)
--1063 (Nickel-based superalloys)
--1064 (Nickel-chromium alloys)
--1067 (Commercially pure titanium)
--1068 (Titanium alloys)
--1069 (Tungsten alloys)
--1070 (Commercially pure zinc)
--1071 (Zinc die-casting alloys)",,"The tungsten filament of a light bulb is heated, by resistance, to about 2000 C. That is more than enough to melt most metals. RESISTANCE WELDING relies on localizing the electric current I (and thus the ""I-squared R"" heating) where heating is desired: at the interface. In RESISTANCE SPOT WELDING, the overlapping sheets are pressed between water cooled electrodes. The current-pulse generates heat; the cooled electrodes chill the surfaces, localizing the heat in the interface between the sheets where the metal melts and welds. PROJECTION SPOT WELDING uses an additional trick - a pre-formed pimple on the face of the joint - to confine the current path and further localize the heating; a clever idea, because it extends the use of the method to forgings, castings and machined components and makes it faster because several welds can be made at the same time. In SEAM RESISTANCE WELDING the electrodes are water-cooled wheels, between which overlapping sheets are rolled to give a seam weld."
Soldering,Joining,Joining: Thermal Welding',Joining: Thermal Welding: Metals',2019_soldering,"-- Jewelry Studio (https://hop.dartmouth.edu/online/jewelry)
 -- Machineshop (http://engineering.dartmouth.edu/mshop/machines.html)","--1044 (Cast iron, ductile (nodular))
--1045 (Cast iron, gray)
--1046 (High carbon steel)
--1047 (Low alloy steel)
--1048 (Low carbon steel)
--1049 (Medium carbon steel)
--1050 (Stainless steel)
--1051 (Age-hardening wrought Al-alloys)
--1052 (Cast Al-alloys)
--1053 (Non age-hardening wrought Al-alloys)
--1054 (Brass)
--1055 (Bronze)
--1056 (Copper)
--1057 (Gold)
--1058 (Commercially pure lead)
--1059 (Lead alloys)
--1062 (Nickel)
--1063 (Nickel-based superalloys)
--1064 (Nickel-chromium alloys)
--1065 (Silver)
--1070 (Commercially pure zinc)
--1071 (Zinc die-casting alloys)
--1107 (Bismuth)
--1128 (Pewter)",,"SOLDERING with lead-tin alloys has been practiced for at least 3000 years. It uses alloys that melt below 450 Â°C. It can be thought of as low-temperature brazing, or - another analogy - as gluing with metal. Soldered joints are
 less strong than brazed joints - more like an adhesive - but the equipment needed to make them is simpler and the temperatures reached by the component are much lower, an essential for the assembly of electronic equipment. Soldering can be applied in the same way as braze, or - more like an adhesive - by pre-coating ('tinning') the metal surfaces to be joined before assembling and simply heating them with a torch, an electric soldering iron, or an array of infra-red lamps. In RE-FLOW SOLDERING, the components are heated by vapor from a boiling fluorinated hydrocarbon that condenses on components, releasing latent heat, and giving rapid, uniform heating. There are pressures to replace lead-based solders because of the potential toxicity of heavy metals, but viable alternatives are not yet widely available."
Hot bar and impulse welding,Joining,Joining: Thermal Welding',Joining: Thermal Welding: Polymers',2020_hot_bar_impulse_welding,,"--1080 (Acrylonitrile butadiene styrene (ABS))
--1081 (Cellulose polymers (CA))
--1082 (Ionomer (I))
--1083 (Polyamides (Nylons, PA))
--1084 (Polycarbonate (PC))
--1085 (Polyetheretherketone (PEEK))
--1086 (Polyethylene (PE))
--1087 (Polyethylene terephthalate (PET))
--1089 (Polylactide (PLA))
--1090 (Polymethyl methacrylate (Acrylic, PMMA))
--1091 (Polyoxymethylene (Acetal, POM))
--1092 (Polypropylene (PP))
--1094 (Polytetrafluoroethylene (Teflon, PTFE))
--1095 (Polyurethane (tpPUR))
--1096 (Polyvinylchloride (tpPVC))
--1115 (Fluorinated Ethylene Propylene (FEP))
--1124 (CPVC)
--1125 (PEI ULTEM)
--1126 (PPS)
--1127 (PVDF)
--1129 (Polysulfone)
--1136 (TORLON PAI)",,"The simplest of all welding processes for polymers is the one that you can use in your kitchen to seal food into freezer-bags: HOT BAR WELDING. In this process, overlapping thermoplastic polymer films are pinched between electrically heated, PTFE coated, bars. One bar is hinged to allow the films to be inserted and removed. Mechanical or pneumatic actuators close the bar and exert the pinch force. The joint itself is heated by conduction though the film, limiting the film thickness to less than 0.5mm. A typical weld in a 100 micron thermoplastic film takes 1 - 3 seconds. Impulse welding is a modification of hot bar welding in which the bars are pulse-heated, giving an additional control of quality."
Hot gas welding,Joining,Joining: Thermal Welding',Joining: Thermal Welding: Polymers',2021_hot_gas_welding,,"--1080 (Acrylonitrile butadiene styrene (ABS))
--1082 (Ionomer (I))
--1084 (Polycarbonate (PC))
--1085 (Polyetheretherketone (PEEK))
--1086 (Polyethylene (PE))
--1087 (Polyethylene terephthalate (PET))
--1089 (Polylactide (PLA))
--1090 (Polymethyl methacrylate (Acrylic, PMMA))
--1091 (Polyoxymethylene (Acetal, POM))
--1096 (Polyvinylchloride (tpPVC))
--1115 (Fluorinated Ethylene Propylene (FEP))
--1124 (CPVC)
--1125 (PEI ULTEM)
--1127 (PVDF)
--1129 (Polysulfone)
--1136 (TORLON PAI)",,"HOT GAS WELDING is a way of joining thermoplastics that is similar, in many ways, to the gas welding of metals. The weld torch is just a souped-up hairdryer that directs a stream of hot gas, at scalp-searing temperatures (200-300 oC) at the joint area and at a rod of the same thermoplastic as the substrate. Polymers are very viscous when heated, so they do not flow in the way that metals do - that is why filler material is needed; the filler is pressed into the softened joint to form the bond. The process is slow and poorly adapted for mass production, but it is easily portable, making it the best way to assemble and repair large polymer components."
Hot plate welding,Joining,Joining: Thermal Welding',Joining: Thermal Welding: Polymers',2022_hot_plate_welding,,"--1080 (Acrylonitrile butadiene styrene (ABS))
--1081 (Cellulose polymers (CA))
--1082 (Ionomer (I))
--1083 (Polyamides (Nylons, PA))
--1084 (Polycarbonate (PC))
--1086 (Polyethylene (PE))
--1087 (Polyethylene terephthalate (PET))
--1089 (Polylactide (PLA))
--1091 (Polyoxymethylene (Acetal, POM))
--1092 (Polypropylene (PP))
--1093 (Polystyrene (PS))
--1095 (Polyurethane (tpPUR))
--1096 (Polyvinylchloride (tpPVC))
--1115 (Fluorinated Ethylene Propylene (FEP))
--1124 (CPVC)
--1125 (PEI ULTEM)
--1126 (PPS)
--1127 (PVDF)
--1129 (Polysulfone)",,"HOT PLATE WELDING makes butt joints between bulk thermoplastic components, in a kind of inversion of the way that hot bar welding makes lap joints. The components to be joined are held in fixtures that press them against an electrically heated, PTFE coated, platen, melting the surface and softening the material beneath it. The pressure is lifted, the tool withdrawn and the hot polymer surfaces are pressed together and held there until they have cooled. Hot plate welding can be used to form joints of large area - for example, the joining of large polyethylene gas and water pipes. The process is relatively slow, requiring weld times between 10 seconds for small components and 1 hour for very large."
